"infant_mortality","flu_activity","dengue_activity","year","country"
17.4,871,0.036,2004,Mexico
17.4,908,0.036,2004,Mexico
17.4,838,0.036,2004,Mexico
17.4,828,0.036,2004,Mexico
17.4,799,0.036,2004,Mexico
17.4,790,0.036,2004,Mexico
17.4,852,0.036,2004,Mexico
17.4,733,0.036,2004,Mexico
17.4,707,0.036,2004,Mexico
17.4,650,0.036,2004,Mexico
17.4,668,0.036,2004,Mexico
17.4,669,0.036,2004,Mexico
17.4,603,0.036,2004,Mexico
17.4,677,0.036,2004,Mexico
17.4,624,0.036,2004,Mexico
17.4,634,0.036,2004,Mexico
17.4,649,0.036,2004,Mexico
17.4,618,0.036,2004,Mexico
17.4,613,0.036,2004,Mexico
17.4,558,0.036,2004,Mexico
17.4,556,0.036,2004,Mexico
17.4,661,0.036,2004,Mexico
17.4,771,0.036,2004,Mexico
17.4,810,0.036,2004,Mexico
17.4,884,0.036,2004,Mexico
17.4,874,0.036,2004,Mexico
17.4,906,0.036,2004,Mexico
17.4,885,0.036,2004,Mexico
17.4,946,0.036,2004,Mexico
17.4,933,0.036,2004,Mexico
17.4,1079,0.036,2004,Mexico
17.4,1044,0.036,2004,Mexico
17.4,1056,0.036,2004,Mexico
17.4,1141,0.036,2004,Mexico
17.4,1190,0.036,2004,Mexico
17.4,1185,0.036,2004,Mexico
17.4,1237,0.036,2004,Mexico
17.4,1409,0.036,2004,Mexico
17.4,1364,0.04,2004,Mexico
17.4,913,0.04,2004,Mexico
17.4,939,0.04,2004,Mexico
17.4,932,0.04,2004,Mexico
17.4,976,0.04,2004,Mexico
17.4,977,0.04,2004,Mexico
17.4,1026,0.04,2004,Mexico
17.4,1108,0.04,2004,Mexico
17.4,974,0.04,2004,Mexico
17.4,944,0.04,2004,Mexico
17.4,1040,0.04,2004,Mexico
17.4,1028,0.04,2004,Mexico
17.4,1021,0.04,2004,Mexico
17.4,880,0.04,2004,Mexico
17.4,871,0.04,2004,Mexico
17.4,908,0.04,2004,Mexico
17.4,838,0.04,2004,Mexico
17.4,828,0.04,2004,Mexico
17.4,799,0.04,2004,Mexico
17.4,790,0.04,2004,Mexico
17.4,852,0.04,2004,Mexico
17.4,733,0.04,2004,Mexico
17.4,707,0.04,2004,Mexico
17.4,650,0.04,2004,Mexico
17.4,668,0.04,2004,Mexico
17.4,669,0.04,2004,Mexico
17.4,603,0.04,2004,Mexico
17.4,677,0.04,2004,Mexico
17.4,624,0.04,2004,Mexico
17.4,634,0.04,2004,Mexico
17.4,649,0.04,2004,Mexico
17.4,618,0.04,2004,Mexico
17.4,613,0.04,2004,Mexico
17.4,558,0.04,2004,Mexico
17.4,556,0.04,2004,Mexico
17.4,661,0.04,2004,Mexico
17.4,771,0.04,2004,Mexico
17.4,810,0.04,2004,Mexico
17.4,884,0.04,2004,Mexico
17.4,874,0.04,2004,Mexico
17.4,906,0.04,2004,Mexico
17.4,885,0.04,2004,Mexico
17.4,946,0.04,2004,Mexico
17.4,933,0.04,2004,Mexico
17.4,1079,0.04,2004,Mexico
17.4,1044,0.04,2004,Mexico
17.4,1056,0.04,2004,Mexico
17.4,1141,0.04,2004,Mexico
17.4,1190,0.04,2004,Mexico
17.4,1185,0.04,2004,Mexico
17.4,1237,0.04,2004,Mexico
17.4,1409,0.04,2004,Mexico
17.4,1364,0.047,2004,Mexico
17.4,913,0.047,2004,Mexico
17.4,939,0.047,2004,Mexico
17.4,932,0.047,2004,Mexico
17.4,976,0.047,2004,Mexico
17.4,977,0.047,2004,Mexico
17.4,1026,0.047,2004,Mexico
17.4,1108,0.047,2004,Mexico
17.4,974,0.047,2004,Mexico
17.4,944,0.047,2004,Mexico
17.4,1040,0.047,2004,Mexico
17.4,1028,0.047,2004,Mexico
17.4,1021,0.047,2004,Mexico
17.4,880,0.047,2004,Mexico
17.4,871,0.047,2004,Mexico
17.4,908,0.047,2004,Mexico
17.4,838,0.047,2004,Mexico
17.4,828,0.047,2004,Mexico
17.4,799,0.047,2004,Mexico
17.4,790,0.047,2004,Mexico
17.4,852,0.047,2004,Mexico
17.4,733,0.047,2004,Mexico
17.4,707,0.047,2004,Mexico
17.4,650,0.047,2004,Mexico
17.4,668,0.047,2004,Mexico
17.4,669,0.047,2004,Mexico
17.4,603,0.047,2004,Mexico
17.4,677,0.047,2004,Mexico
17.4,624,0.047,2004,Mexico
17.4,634,0.047,2004,Mexico
17.4,649,0.047,2004,Mexico
17.4,618,0.047,2004,Mexico
17.4,613,0.047,2004,Mexico
17.4,558,0.047,2004,Mexico
17.4,556,0.047,2004,Mexico
17.4,661,0.047,2004,Mexico
17.4,771,0.047,2004,Mexico
17.4,810,0.047,2004,Mexico
17.4,884,0.047,2004,Mexico
17.4,874,0.047,2004,Mexico
17.4,906,0.047,2004,Mexico
17.4,885,0.047,2004,Mexico
17.4,946,0.047,2004,Mexico
17.4,933,0.047,2004,Mexico
17.4,1079,0.047,2004,Mexico
17.4,1044,0.047,2004,Mexico
17.4,1056,0.047,2004,Mexico
17.4,1141,0.047,2004,Mexico
17.4,1190,0.047,2004,Mexico
17.4,1185,0.047,2004,Mexico
17.4,1237,0.047,2004,Mexico
17.4,1409,0.047,2004,Mexico
17.4,1364,0.052,2004,Mexico
17.4,913,0.052,2004,Mexico
17.4,939,0.052,2004,Mexico
17.4,932,0.052,2004,Mexico
17.4,976,0.052,2004,Mexico
17.4,977,0.052,2004,Mexico
17.4,1026,0.052,2004,Mexico
17.4,1108,0.052,2004,Mexico
17.4,974,0.052,2004,Mexico
17.4,944,0.052,2004,Mexico
17.4,1040,0.052,2004,Mexico
17.4,1028,0.052,2004,Mexico
17.4,1021,0.052,2004,Mexico
17.4,880,0.052,2004,Mexico
17.4,871,0.052,2004,Mexico
17.4,908,0.052,2004,Mexico
17.4,838,0.052,2004,Mexico
17.4,828,0.052,2004,Mexico
17.4,799,0.052,2004,Mexico
17.4,790,0.052,2004,Mexico
17.4,852,0.052,2004,Mexico
17.4,733,0.052,2004,Mexico
17.4,707,0.052,2004,Mexico
17.4,650,0.052,2004,Mexico
17.4,668,0.052,2004,Mexico
17.4,669,0.052,2004,Mexico
17.4,603,0.052,2004,Mexico
17.4,677,0.052,2004,Mexico
17.4,624,0.052,2004,Mexico
17.4,634,0.052,2004,Mexico
17.4,649,0.052,2004,Mexico
17.4,618,0.052,2004,Mexico
17.4,613,0.052,2004,Mexico
17.4,558,0.052,2004,Mexico
17.4,556,0.052,2004,Mexico
17.4,661,0.052,2004,Mexico
17.4,771,0.052,2004,Mexico
17.4,810,0.052,2004,Mexico
17.4,884,0.052,2004,Mexico
17.4,874,0.052,2004,Mexico
17.4,906,0.052,2004,Mexico
17.4,885,0.052,2004,Mexico
17.4,946,0.052,2004,Mexico
17.4,933,0.052,2004,Mexico
17.4,1079,0.052,2004,Mexico
17.4,1044,0.052,2004,Mexico
17.4,1056,0.052,2004,Mexico
17.4,1141,0.052,2004,Mexico
17.4,1190,0.052,2004,Mexico
17.4,1185,0.052,2004,Mexico
17.4,1237,0.052,2004,Mexico
17.4,1409,0.052,2004,Mexico
17.4,1364,0.051,2004,Mexico
17.4,913,0.051,2004,Mexico
17.4,939,0.051,2004,Mexico
17.4,932,0.051,2004,Mexico
17.4,976,0.051,2004,Mexico
17.4,977,0.051,2004,Mexico
17.4,1026,0.051,2004,Mexico
17.4,1108,0.051,2004,Mexico
17.4,974,0.051,2004,Mexico
17.4,944,0.051,2004,Mexico
17.4,1040,0.051,2004,Mexico
17.4,1028,0.051,2004,Mexico
17.4,1021,0.051,2004,Mexico
17.4,880,0.051,2004,Mexico
17.4,871,0.051,2004,Mexico
17.4,908,0.051,2004,Mexico
17.4,838,0.051,2004,Mexico
17.4,828,0.051,2004,Mexico
17.4,799,0.051,2004,Mexico
17.4,790,0.051,2004,Mexico
17.4,852,0.051,2004,Mexico
17.4,733,0.051,2004,Mexico
17.4,707,0.051,2004,Mexico
17.4,650,0.051,2004,Mexico
17.4,668,0.051,2004,Mexico
17.4,669,0.051,2004,Mexico
17.4,603,0.051,2004,Mexico
17.4,677,0.051,2004,Mexico
17.4,624,0.051,2004,Mexico
17.4,634,0.051,2004,Mexico
17.4,649,0.051,2004,Mexico
17.4,618,0.051,2004,Mexico
17.4,613,0.051,2004,Mexico
17.4,558,0.051,2004,Mexico
17.4,556,0.051,2004,Mexico
17.4,661,0.051,2004,Mexico
17.4,771,0.051,2004,Mexico
17.4,810,0.051,2004,Mexico
17.4,884,0.051,2004,Mexico
17.4,874,0.051,2004,Mexico
17.4,906,0.051,2004,Mexico
17.4,885,0.051,2004,Mexico
17.4,946,0.051,2004,Mexico
17.4,933,0.051,2004,Mexico
17.4,1079,0.051,2004,Mexico
17.4,1044,0.051,2004,Mexico
17.4,1056,0.051,2004,Mexico
17.4,1141,0.051,2004,Mexico
17.4,1190,0.051,2004,Mexico
17.4,1185,0.051,2004,Mexico
17.4,1237,0.051,2004,Mexico
17.4,1409,0.051,2004,Mexico
17.4,1364,0.051,2004,Mexico
17.4,913,0.051,2004,Mexico
17.4,939,0.051,2004,Mexico
17.4,932,0.051,2004,Mexico
17.4,976,0.051,2004,Mexico
17.4,977,0.051,2004,Mexico
17.4,1026,0.051,2004,Mexico
17.4,1108,0.051,2004,Mexico
17.4,974,0.051,2004,Mexico
17.4,944,0.051,2004,Mexico
17.4,1040,0.051,2004,Mexico
17.4,1028,0.051,2004,Mexico
17.4,1021,0.051,2004,Mexico
17.4,880,0.051,2004,Mexico
17.4,871,0.051,2004,Mexico
17.4,908,0.051,2004,Mexico
17.4,838,0.051,2004,Mexico
17.4,828,0.051,2004,Mexico
17.4,799,0.051,2004,Mexico
17.4,790,0.051,2004,Mexico
17.4,852,0.051,2004,Mexico
17.4,733,0.051,2004,Mexico
17.4,707,0.051,2004,Mexico
17.4,650,0.051,2004,Mexico
17.4,668,0.051,2004,Mexico
17.4,669,0.051,2004,Mexico
17.4,603,0.051,2004,Mexico
17.4,677,0.051,2004,Mexico
17.4,624,0.051,2004,Mexico
17.4,634,0.051,2004,Mexico
17.4,649,0.051,2004,Mexico
17.4,618,0.051,2004,Mexico
17.4,613,0.051,2004,Mexico
17.4,558,0.051,2004,Mexico
17.4,556,0.051,2004,Mexico
17.4,661,0.051,2004,Mexico
17.4,771,0.051,2004,Mexico
17.4,810,0.051,2004,Mexico
17.4,884,0.051,2004,Mexico
17.4,874,0.051,2004,Mexico
17.4,906,0.051,2004,Mexico
17.4,885,0.051,2004,Mexico
17.4,946,0.051,2004,Mexico
17.4,933,0.051,2004,Mexico
17.4,1079,0.051,2004,Mexico
17.4,1044,0.051,2004,Mexico
17.4,1056,0.051,2004,Mexico
17.4,1141,0.051,2004,Mexico
17.4,1190,0.051,2004,Mexico
17.4,1185,0.051,2004,Mexico
17.4,1237,0.051,2004,Mexico
17.4,1409,0.051,2004,Mexico
17.4,1364,0.049,2004,Mexico
17.4,913,0.049,2004,Mexico
17.4,939,0.049,2004,Mexico
17.4,932,0.049,2004,Mexico
17.4,976,0.049,2004,Mexico
17.4,977,0.049,2004,Mexico
17.4,1026,0.049,2004,Mexico
17.4,1108,0.049,2004,Mexico
17.4,974,0.049,2004,Mexico
17.4,944,0.049,2004,Mexico
17.4,1040,0.049,2004,Mexico
17.4,1028,0.049,2004,Mexico
17.4,1021,0.049,2004,Mexico
17.4,880,0.049,2004,Mexico
17.4,871,0.049,2004,Mexico
17.4,908,0.049,2004,Mexico
17.4,838,0.049,2004,Mexico
17.4,828,0.049,2004,Mexico
17.4,799,0.049,2004,Mexico
17.4,790,0.049,2004,Mexico
17.4,852,0.049,2004,Mexico
17.4,733,0.049,2004,Mexico
17.4,707,0.049,2004,Mexico
17.4,650,0.049,2004,Mexico
17.4,668,0.049,2004,Mexico
17.4,669,0.049,2004,Mexico
17.4,603,0.049,2004,Mexico
17.4,677,0.049,2004,Mexico
17.4,624,0.049,2004,Mexico
17.4,634,0.049,2004,Mexico
17.4,649,0.049,2004,Mexico
17.4,618,0.049,2004,Mexico
17.4,613,0.049,2004,Mexico
17.4,558,0.049,2004,Mexico
17.4,556,0.049,2004,Mexico
17.4,661,0.049,2004,Mexico
17.4,771,0.049,2004,Mexico
17.4,810,0.049,2004,Mexico
17.4,884,0.049,2004,Mexico
17.4,874,0.049,2004,Mexico
17.4,906,0.049,2004,Mexico
17.4,885,0.049,2004,Mexico
17.4,946,0.049,2004,Mexico
17.4,933,0.049,2004,Mexico
17.4,1079,0.049,2004,Mexico
17.4,1044,0.049,2004,Mexico
17.4,1056,0.049,2004,Mexico
17.4,1141,0.049,2004,Mexico
17.4,1190,0.049,2004,Mexico
17.4,1185,0.049,2004,Mexico
17.4,1237,0.049,2004,Mexico
17.4,1409,0.049,2004,Mexico
17.4,1364,0.044,2004,Mexico
17.4,913,0.044,2004,Mexico
17.4,939,0.044,2004,Mexico
17.4,932,0.044,2004,Mexico
17.4,976,0.044,2004,Mexico
17.4,977,0.044,2004,Mexico
17.4,1026,0.044,2004,Mexico
17.4,1108,0.044,2004,Mexico
17.4,974,0.044,2004,Mexico
17.4,944,0.044,2004,Mexico
17.4,1040,0.044,2004,Mexico
17.4,1028,0.044,2004,Mexico
17.4,1021,0.044,2004,Mexico
17.4,880,0.044,2004,Mexico
17.4,871,0.044,2004,Mexico
17.4,908,0.044,2004,Mexico
17.4,838,0.044,2004,Mexico
17.4,828,0.044,2004,Mexico
17.4,799,0.044,2004,Mexico
17.4,790,0.044,2004,Mexico
17.4,852,0.044,2004,Mexico
17.4,733,0.044,2004,Mexico
17.4,707,0.044,2004,Mexico
17.4,650,0.044,2004,Mexico
17.4,668,0.044,2004,Mexico
17.4,669,0.044,2004,Mexico
17.4,603,0.044,2004,Mexico
17.4,677,0.044,2004,Mexico
17.4,624,0.044,2004,Mexico
17.4,634,0.044,2004,Mexico
17.4,649,0.044,2004,Mexico
17.4,618,0.044,2004,Mexico
17.4,613,0.044,2004,Mexico
17.4,558,0.044,2004,Mexico
17.4,556,0.044,2004,Mexico
17.4,661,0.044,2004,Mexico
17.4,771,0.044,2004,Mexico
17.4,810,0.044,2004,Mexico
17.4,884,0.044,2004,Mexico
17.4,874,0.044,2004,Mexico
17.4,906,0.044,2004,Mexico
17.4,885,0.044,2004,Mexico
17.4,946,0.044,2004,Mexico
17.4,933,0.044,2004,Mexico
17.4,1079,0.044,2004,Mexico
17.4,1044,0.044,2004,Mexico
17.4,1056,0.044,2004,Mexico
17.4,1141,0.044,2004,Mexico
17.4,1190,0.044,2004,Mexico
17.4,1185,0.044,2004,Mexico
17.4,1237,0.044,2004,Mexico
17.4,1409,0.044,2004,Mexico
17.4,1364,0.038,2004,Mexico
17.4,913,0.038,2004,Mexico
17.4,939,0.038,2004,Mexico
17.4,932,0.038,2004,Mexico
17.4,976,0.038,2004,Mexico
17.4,977,0.038,2004,Mexico
17.4,1026,0.038,2004,Mexico
17.4,1108,0.038,2004,Mexico
17.4,974,0.038,2004,Mexico
17.4,944,0.038,2004,Mexico
17.4,1040,0.038,2004,Mexico
17.4,1028,0.038,2004,Mexico
17.4,1021,0.038,2004,Mexico
17.4,880,0.038,2004,Mexico
17.4,871,0.038,2004,Mexico
17.4,908,0.038,2004,Mexico
17.4,838,0.038,2004,Mexico
17.4,828,0.038,2004,Mexico
17.4,799,0.038,2004,Mexico
17.4,790,0.038,2004,Mexico
17.4,852,0.038,2004,Mexico
17.4,733,0.038,2004,Mexico
17.4,707,0.038,2004,Mexico
17.4,650,0.038,2004,Mexico
17.4,668,0.038,2004,Mexico
17.4,669,0.038,2004,Mexico
17.4,603,0.038,2004,Mexico
17.4,677,0.038,2004,Mexico
17.4,624,0.038,2004,Mexico
17.4,634,0.038,2004,Mexico
17.4,649,0.038,2004,Mexico
17.4,618,0.038,2004,Mexico
17.4,613,0.038,2004,Mexico
17.4,558,0.038,2004,Mexico
17.4,556,0.038,2004,Mexico
17.4,661,0.038,2004,Mexico
17.4,771,0.038,2004,Mexico
17.4,810,0.038,2004,Mexico
17.4,884,0.038,2004,Mexico
17.4,874,0.038,2004,Mexico
17.4,906,0.038,2004,Mexico
17.4,885,0.038,2004,Mexico
17.4,946,0.038,2004,Mexico
17.4,933,0.038,2004,Mexico
17.4,1079,0.038,2004,Mexico
17.4,1044,0.038,2004,Mexico
17.4,1056,0.038,2004,Mexico
17.4,1141,0.038,2004,Mexico
17.4,1190,0.038,2004,Mexico
17.4,1185,0.038,2004,Mexico
17.4,1237,0.038,2004,Mexico
17.4,1409,0.038,2004,Mexico
17.4,1364,0.051,2004,Mexico
17.4,913,0.051,2004,Mexico
17.4,939,0.051,2004,Mexico
17.4,932,0.051,2004,Mexico
17.4,976,0.051,2004,Mexico
17.4,977,0.051,2004,Mexico
17.4,1026,0.051,2004,Mexico
17.4,1108,0.051,2004,Mexico
17.4,974,0.051,2004,Mexico
17.4,944,0.051,2004,Mexico
17.4,1040,0.051,2004,Mexico
17.4,1028,0.051,2004,Mexico
17.4,1021,0.051,2004,Mexico
17.4,880,0.051,2004,Mexico
17.4,871,0.051,2004,Mexico
17.4,908,0.051,2004,Mexico
17.4,838,0.051,2004,Mexico
17.4,828,0.051,2004,Mexico
17.4,799,0.051,2004,Mexico
17.4,790,0.051,2004,Mexico
17.4,852,0.051,2004,Mexico
17.4,733,0.051,2004,Mexico
17.4,707,0.051,2004,Mexico
17.4,650,0.051,2004,Mexico
17.4,668,0.051,2004,Mexico
17.4,669,0.051,2004,Mexico
17.4,603,0.051,2004,Mexico
17.4,677,0.051,2004,Mexico
17.4,624,0.051,2004,Mexico
17.4,634,0.051,2004,Mexico
17.4,649,0.051,2004,Mexico
17.4,618,0.051,2004,Mexico
17.4,613,0.051,2004,Mexico
17.4,558,0.051,2004,Mexico
17.4,556,0.051,2004,Mexico
17.4,661,0.051,2004,Mexico
17.4,771,0.051,2004,Mexico
17.4,810,0.051,2004,Mexico
17.4,884,0.051,2004,Mexico
17.4,874,0.051,2004,Mexico
17.4,906,0.051,2004,Mexico
17.4,885,0.051,2004,Mexico
17.4,946,0.051,2004,Mexico
17.4,933,0.051,2004,Mexico
17.4,1079,0.051,2004,Mexico
17.4,1044,0.051,2004,Mexico
17.4,1056,0.051,2004,Mexico
17.4,1141,0.051,2004,Mexico
17.4,1190,0.051,2004,Mexico
17.4,1185,0.051,2004,Mexico
17.4,1237,0.051,2004,Mexico
17.4,1409,0.051,2004,Mexico
17.4,1364,0.06,2004,Mexico
17.4,913,0.06,2004,Mexico
17.4,939,0.06,2004,Mexico
17.4,932,0.06,2004,Mexico
17.4,976,0.06,2004,Mexico
17.4,977,0.06,2004,Mexico
17.4,1026,0.06,2004,Mexico
17.4,1108,0.06,2004,Mexico
17.4,974,0.06,2004,Mexico
17.4,944,0.06,2004,Mexico
17.4,1040,0.06,2004,Mexico
17.4,1028,0.06,2004,Mexico
17.4,1021,0.06,2004,Mexico
17.4,880,0.06,2004,Mexico
17.4,871,0.06,2004,Mexico
17.4,908,0.06,2004,Mexico
17.4,838,0.06,2004,Mexico
17.4,828,0.06,2004,Mexico
17.4,799,0.06,2004,Mexico
17.4,790,0.06,2004,Mexico
17.4,852,0.06,2004,Mexico
17.4,733,0.06,2004,Mexico
17.4,707,0.06,2004,Mexico
17.4,650,0.06,2004,Mexico
17.4,668,0.06,2004,Mexico
17.4,669,0.06,2004,Mexico
17.4,603,0.06,2004,Mexico
17.4,677,0.06,2004,Mexico
17.4,624,0.06,2004,Mexico
17.4,634,0.06,2004,Mexico
17.4,649,0.06,2004,Mexico
17.4,618,0.06,2004,Mexico
17.4,613,0.06,2004,Mexico
17.4,558,0.06,2004,Mexico
17.4,556,0.06,2004,Mexico
17.4,661,0.06,2004,Mexico
17.4,771,0.06,2004,Mexico
17.4,810,0.06,2004,Mexico
17.4,884,0.06,2004,Mexico
17.4,874,0.06,2004,Mexico
17.4,906,0.06,2004,Mexico
17.4,885,0.06,2004,Mexico
17.4,946,0.06,2004,Mexico
17.4,933,0.06,2004,Mexico
17.4,1079,0.06,2004,Mexico
17.4,1044,0.06,2004,Mexico
17.4,1056,0.06,2004,Mexico
17.4,1141,0.06,2004,Mexico
17.4,1190,0.06,2004,Mexico
17.4,1185,0.06,2004,Mexico
17.4,1237,0.06,2004,Mexico
17.4,1409,0.06,2004,Mexico
17.4,1364,0.114,2004,Mexico
17.4,913,0.114,2004,Mexico
17.4,939,0.114,2004,Mexico
17.4,932,0.114,2004,Mexico
17.4,976,0.114,2004,Mexico
17.4,977,0.114,2004,Mexico
17.4,1026,0.114,2004,Mexico
17.4,1108,0.114,2004,Mexico
17.4,974,0.114,2004,Mexico
17.4,944,0.114,2004,Mexico
17.4,1040,0.114,2004,Mexico
17.4,1028,0.114,2004,Mexico
17.4,1021,0.114,2004,Mexico
17.4,880,0.114,2004,Mexico
17.4,871,0.114,2004,Mexico
17.4,908,0.114,2004,Mexico
17.4,838,0.114,2004,Mexico
17.4,828,0.114,2004,Mexico
17.4,799,0.114,2004,Mexico
17.4,790,0.114,2004,Mexico
17.4,852,0.114,2004,Mexico
17.4,733,0.114,2004,Mexico
17.4,707,0.114,2004,Mexico
17.4,650,0.114,2004,Mexico
17.4,668,0.114,2004,Mexico
17.4,669,0.114,2004,Mexico
17.4,603,0.114,2004,Mexico
17.4,677,0.114,2004,Mexico
17.4,624,0.114,2004,Mexico
17.4,634,0.114,2004,Mexico
17.4,649,0.114,2004,Mexico
17.4,618,0.114,2004,Mexico
17.4,613,0.114,2004,Mexico
17.4,558,0.114,2004,Mexico
17.4,556,0.114,2004,Mexico
17.4,661,0.114,2004,Mexico
17.4,771,0.114,2004,Mexico
17.4,810,0.114,2004,Mexico
17.4,884,0.114,2004,Mexico
17.4,874,0.114,2004,Mexico
17.4,906,0.114,2004,Mexico
17.4,885,0.114,2004,Mexico
17.4,946,0.114,2004,Mexico
17.4,933,0.114,2004,Mexico
17.4,1079,0.114,2004,Mexico
17.4,1044,0.114,2004,Mexico
17.4,1056,0.114,2004,Mexico
17.4,1141,0.114,2004,Mexico
17.4,1190,0.114,2004,Mexico
17.4,1185,0.114,2004,Mexico
17.4,1237,0.114,2004,Mexico
17.4,1409,0.114,2004,Mexico
17.4,1364,0.071,2004,Mexico
17.4,913,0.071,2004,Mexico
17.4,939,0.071,2004,Mexico
17.4,932,0.071,2004,Mexico
17.4,976,0.071,2004,Mexico
17.4,977,0.071,2004,Mexico
17.4,1026,0.071,2004,Mexico
17.4,1108,0.071,2004,Mexico
17.4,974,0.071,2004,Mexico
17.4,944,0.071,2004,Mexico
17.4,1040,0.071,2004,Mexico
17.4,1028,0.071,2004,Mexico
17.4,1021,0.071,2004,Mexico
17.4,880,0.071,2004,Mexico
17.4,871,0.071,2004,Mexico
17.4,908,0.071,2004,Mexico
17.4,838,0.071,2004,Mexico
17.4,828,0.071,2004,Mexico
17.4,799,0.071,2004,Mexico
17.4,790,0.071,2004,Mexico
17.4,852,0.071,2004,Mexico
17.4,733,0.071,2004,Mexico
17.4,707,0.071,2004,Mexico
17.4,650,0.071,2004,Mexico
17.4,668,0.071,2004,Mexico
17.4,669,0.071,2004,Mexico
17.4,603,0.071,2004,Mexico
17.4,677,0.071,2004,Mexico
17.4,624,0.071,2004,Mexico
17.4,634,0.071,2004,Mexico
17.4,649,0.071,2004,Mexico
17.4,618,0.071,2004,Mexico
17.4,613,0.071,2004,Mexico
17.4,558,0.071,2004,Mexico
17.4,556,0.071,2004,Mexico
17.4,661,0.071,2004,Mexico
17.4,771,0.071,2004,Mexico
17.4,810,0.071,2004,Mexico
17.4,884,0.071,2004,Mexico
17.4,874,0.071,2004,Mexico
17.4,906,0.071,2004,Mexico
17.4,885,0.071,2004,Mexico
17.4,946,0.071,2004,Mexico
17.4,933,0.071,2004,Mexico
17.4,1079,0.071,2004,Mexico
17.4,1044,0.071,2004,Mexico
17.4,1056,0.071,2004,Mexico
17.4,1141,0.071,2004,Mexico
17.4,1190,0.071,2004,Mexico
17.4,1185,0.071,2004,Mexico
17.4,1237,0.071,2004,Mexico
17.4,1409,0.071,2004,Mexico
17.4,1364,0.06,2004,Mexico
17.4,913,0.06,2004,Mexico
17.4,939,0.06,2004,Mexico
17.4,932,0.06,2004,Mexico
17.4,976,0.06,2004,Mexico
17.4,977,0.06,2004,Mexico
17.4,1026,0.06,2004,Mexico
17.4,1108,0.06,2004,Mexico
17.4,974,0.06,2004,Mexico
17.4,944,0.06,2004,Mexico
17.4,1040,0.06,2004,Mexico
17.4,1028,0.06,2004,Mexico
17.4,1021,0.06,2004,Mexico
17.4,880,0.06,2004,Mexico
17.4,871,0.06,2004,Mexico
17.4,908,0.06,2004,Mexico
17.4,838,0.06,2004,Mexico
17.4,828,0.06,2004,Mexico
17.4,799,0.06,2004,Mexico
17.4,790,0.06,2004,Mexico
17.4,852,0.06,2004,Mexico
17.4,733,0.06,2004,Mexico
17.4,707,0.06,2004,Mexico
17.4,650,0.06,2004,Mexico
17.4,668,0.06,2004,Mexico
17.4,669,0.06,2004,Mexico
17.4,603,0.06,2004,Mexico
17.4,677,0.06,2004,Mexico
17.4,624,0.06,2004,Mexico
17.4,634,0.06,2004,Mexico
17.4,649,0.06,2004,Mexico
17.4,618,0.06,2004,Mexico
17.4,613,0.06,2004,Mexico
17.4,558,0.06,2004,Mexico
17.4,556,0.06,2004,Mexico
17.4,661,0.06,2004,Mexico
17.4,771,0.06,2004,Mexico
17.4,810,0.06,2004,Mexico
17.4,884,0.06,2004,Mexico
17.4,874,0.06,2004,Mexico
17.4,906,0.06,2004,Mexico
17.4,885,0.06,2004,Mexico
17.4,946,0.06,2004,Mexico
17.4,933,0.06,2004,Mexico
17.4,1079,0.06,2004,Mexico
17.4,1044,0.06,2004,Mexico
17.4,1056,0.06,2004,Mexico
17.4,1141,0.06,2004,Mexico
17.4,1190,0.06,2004,Mexico
17.4,1185,0.06,2004,Mexico
17.4,1237,0.06,2004,Mexico
17.4,1409,0.06,2004,Mexico
17.4,1364,0.073,2004,Mexico
17.4,913,0.073,2004,Mexico
17.4,939,0.073,2004,Mexico
17.4,932,0.073,2004,Mexico
17.4,976,0.073,2004,Mexico
17.4,977,0.073,2004,Mexico
17.4,1026,0.073,2004,Mexico
17.4,1108,0.073,2004,Mexico
17.4,974,0.073,2004,Mexico
17.4,944,0.073,2004,Mexico
17.4,1040,0.073,2004,Mexico
17.4,1028,0.073,2004,Mexico
17.4,1021,0.073,2004,Mexico
17.4,880,0.073,2004,Mexico
17.4,871,0.073,2004,Mexico
17.4,908,0.073,2004,Mexico
17.4,838,0.073,2004,Mexico
17.4,828,0.073,2004,Mexico
17.4,799,0.073,2004,Mexico
17.4,790,0.073,2004,Mexico
17.4,852,0.073,2004,Mexico
17.4,733,0.073,2004,Mexico
17.4,707,0.073,2004,Mexico
17.4,650,0.073,2004,Mexico
17.4,668,0.073,2004,Mexico
17.4,669,0.073,2004,Mexico
17.4,603,0.073,2004,Mexico
17.4,677,0.073,2004,Mexico
17.4,624,0.073,2004,Mexico
17.4,634,0.073,2004,Mexico
17.4,649,0.073,2004,Mexico
17.4,618,0.073,2004,Mexico
17.4,613,0.073,2004,Mexico
17.4,558,0.073,2004,Mexico
17.4,556,0.073,2004,Mexico
17.4,661,0.073,2004,Mexico
17.4,771,0.073,2004,Mexico
17.4,810,0.073,2004,Mexico
17.4,884,0.073,2004,Mexico
17.4,874,0.073,2004,Mexico
17.4,906,0.073,2004,Mexico
17.4,885,0.073,2004,Mexico
17.4,946,0.073,2004,Mexico
17.4,933,0.073,2004,Mexico
17.4,1079,0.073,2004,Mexico
17.4,1044,0.073,2004,Mexico
17.4,1056,0.073,2004,Mexico
17.4,1141,0.073,2004,Mexico
17.4,1190,0.073,2004,Mexico
17.4,1185,0.073,2004,Mexico
17.4,1237,0.073,2004,Mexico
